epoch,logcount_predictions_loss,logits_profile_predictions_loss,loss,val_logcount_predictions_loss,val_logits_profile_predictions_loss,val_loss
0,0.5676206946372986,165.1036834716797,168.679443359375,0.4479385018348694,166.08819580078125,168.91012573242188
1,0.5103567242622375,163.7599334716797,166.97518920898438,0.3993667960166931,165.70338439941406,168.21945190429688
2,0.46056607365608215,163.49786376953125,166.3996124267578,0.4328283369541168,165.6797637939453,168.40655517578125
3,0.4238567650318146,163.35507202148438,166.0258026123047,0.33667171001434326,165.45994567871094,167.58091735839844
4,0.4096093475818634,163.2661590576172,165.8467559814453,0.32679739594459534,165.40335083007812,167.4622039794922
5,0.40028804540634155,163.20669555664062,165.72828674316406,0.36160632967948914,165.39239501953125,167.67042541503906
6,0.3935317099094391,163.15841674804688,165.63766479492188,0.3305559456348419,165.34690856933594,167.42930603027344
7,0.3887667953968048,163.12242126464844,165.57142639160156,0.32447895407676697,165.34490966796875,167.3891143798828
8,0.38441571593284607,163.08543395996094,165.50762939453125,0.322671115398407,165.27996826171875,167.31272888183594
9,0.3810999393463135,163.06068420410156,165.4613494873047,0.3138904273509979,165.25599670410156,167.2335205078125
10,0.37823426723480225,163.0299835205078,165.4127655029297,0.33161571621894836,165.31936645507812,167.40858459472656
11,0.3737548589706421,163.0206756591797,165.37545776367188,0.3391397297382355,165.26119995117188,167.3977813720703
12,0.3724097013473511,163.00396728515625,165.35006713867188,0.31193363666534424,165.24969482421875,167.21484375
13,0.3698219358921051,162.98924255371094,165.3188934326172,0.311687171459198,165.26821899414062,167.2318572998047
14,0.3674204647541046,162.9842529296875,165.2989959716797,0.369802862405777,165.2767791748047,167.60650634765625
15,0.3652510344982147,162.9737548828125,165.2748565673828,0.31673988699913025,165.2754364013672,167.27090454101562
16,0.3617611825466156,162.9633331298828,165.2424774169922,0.3073170781135559,165.2289581298828,167.16505432128906
17,0.35889488458633423,162.9589385986328,165.2202606201172,0.30534592270851135,165.21327209472656,167.1368865966797
18,0.3570895493030548,162.94920349121094,165.19874572753906,0.30582061409950256,165.22561645507812,167.15225219726562
19,0.35497796535491943,162.94696044921875,165.1836700439453,0.3068544268608093,165.22906494140625,167.1621856689453
20,0.3524569869041443,162.94195556640625,165.162841796875,0.30381497740745544,165.20187377929688,167.1157989501953
21,0.34889090061187744,162.94418334960938,165.14231872558594,0.3088040053844452,165.28477478027344,167.23023986816406
22,0.34750333428382874,162.9403839111328,165.12973022460938,0.3259431719779968,165.24061584472656,167.29409790039062
23,0.34442397952079773,162.9342041015625,165.10403442382812,0.3121652603149414,165.215087890625,167.1817169189453
24,0.34442195296287537,162.9390869140625,165.10897827148438,0.30348485708236694,165.22891235351562,167.14088439941406
25,0.33996421098709106,162.9275360107422,165.06944274902344,0.3038838803768158,165.2332763671875,167.147705078125
