,CBP,Y
143,0.06691447,1.601131423
31,0.06683336,-4.443889908
418,0.0664417,-0.908183722
179,0.06637584,-1.916006494
136,0.06524979,-2.095123275
114,0.06494205,-1.974332396
423,0.0644655,-1.729371935
229,0.063788064,1.514029283
284,0.06227528,2.013765747
14,0.060821906,6.414533932
414,0.060752325,1.079937837
344,0.06033889,-1.185033851
413,0.059712972,1.326689694
57,0.059212413,-4.595602723
424,0.058971226,-2.145090068
121,0.058426317,-2.736974545
446,0.05810439,-1.344246889
408,0.057818078,-1.288531376
170,0.057420492,2.048878896
74,0.055945843,-2.271412373
207,0.05453725,1.871245795
212,0.052719444,-2.148996434
428,0.052672353,1.185606241
416,0.05094052,-1.11704937
304,0.04916039,1.697354202
44,0.046668082,-6.119693651
222,0.046564847,1.919007779
159,0.046266247,2.197550876
448,0.046130825,1.348303618
266,0.044888847,-1.414487097
351,0.04449518,-0.970665266
368,0.043547172,1.097387767
54,0.04350896,-3.917537678
85,0.043193534,2.998836424
305,0.04311525,-1.28000561
176,0.042075973,-1.403623289
50,0.041266274,4.452260573
450,0.04049408,1.069499624
158,0.040267143,-1.883335685
432,0.04023386,0.894764388
8,0.040179502,-5.24725709
108,0.039949503,-1.8480334
256,0.0392633,-1.278887698
226,0.038508788,-1.490931527
367,0.0384063,-1.518280129
235,0.037844013,-2.489824668
361,0.03763844,1.29378123
330,0.037296254,1.824806067
5,0.03539382,5.483674444
47,0.03373385,2.913664644
19,0.03349425,6.07314227
348,0.03340922,-1.299783845
87,0.033300325,2.139631711
139,0.032937106,2.126834393
326,0.03274613,1.089365546
29,0.03249325,5.28037773
24,0.032399416,-5.108184033
447,0.031940427,-2.89251186
100,0.031917717,-3.089678967
49,0.03142559,-3.0550422
193,0.031015947,-1.993161256
239,0.030748792,-1.649966561
282,0.030710068,-2.282447023
101,0.030647606,2.507429226
342,0.02981142,3.157710489
287,0.029793559,-1.5059536
254,0.028893832,2.057813982
341,0.02823355,1.339257779
347,0.027778124,-1.218656143
272,0.027760917,1.227174569
148,0.027410813,-1.763159061
297,0.02674884,-1.170145069
296,0.026416387,-1.548034487
94,0.025768993,2.052619284
38,0.025170492,-3.599932677
337,0.024594564,-1.202137483
329,0.023729991,-1.445594527
70,0.023696495,3.06660012
343,0.021273652,-1.684303718
162,0.019144276,1.828283795
33,0.018560166,-4.803161713
253,0.017922316,-1.612114038
196,0.017318679,-1.856117812
185,0.017274497,1.73965628
419,0.015778797,0.981965438
339,0.015460993,-1.497935624
43,0.015052407,-3.576147532
298,0.015028069,-2.278031725
58,0.01483624,-5.775027863
113,0.013986916,-2.09093618
397,0.013573313,1.057853444
129,0.013061934,-2.139368608
1,0.012976035,5.492060935
221,0.012601694,1.731312322
360,0.011678383,-1.238558378
316,0.010848876,1.452497901
61,0.010660929,-5.648576226
410,0.009008814,-1.158134447
231,0.008492738,1.283890535
142,0.00757757,-3.563871481
184,0.0073688356,-1.377027077
155,0.0072509386,2.163911717
442,0.0061133946,-1.496476383
443,0.005707805,-1.541549416
382,0.005567843,-1.024242406
201,0.0055556796,2.068542908
91,0.0053017586,-2.338263305
415,0.0051058903,-1.199116797
386,0.0040662973,-1.363922417
127,0.004038,-1.965382547
166,0.003414627,-1.884029289
83,0.0033338126,2.117842715
156,0.002965714,-1.946478645
21,0.0025782944,-4.176967962
164,0.002418284,-1.863152424
26,0.0024004276,-5.57750518
37,0.0016722496,-4.784511754
218,0.0006814063,1.365233415
36,0.00056863454,5.745090009
324,0.00046101183,1.248369712
116,0.0,-3.102165235
151,0.0,-2.087488328
86,-6.019394e-07,-2.220430544
379,-0.00100731,-1.077284022
232,-0.0022539585,-1.36891129
106,-0.002320966,2.041177718
404,-0.0025605129,-1.135739395
69,-0.002693784,3.753208308
132,-0.0031546848,1.485398142
236,-0.0034403985,1.340677556
141,-0.0035530617,-1.810746128
283,-0.0037135815,-1.449200666
234,-0.0037148744,2.915670264
383,-0.0042517367,-1.353121614
290,-0.004315042,1.324375251
357,-0.0047383276,1.580852388
51,-0.0049284883,-5.746626378
295,-0.0051899576,-1.555811246
119,-0.0057097566,-2.27004489
128,-0.005970849,2.154015307
79,-0.00690682,2.4001124
425,-0.0071472153,-1.794562151
264,-0.0072061545,-1.266738649
214,-0.007497771,-3.617510818
168,-0.007558107,5.560515699
104,-0.0077278046,-1.914112618
308,-0.008232348,-1.198439912
12,-0.00829453,-6.156973506
306,-0.008491647,-1.111489172
16,-0.009134046,5.828135839
171,-0.009545763,1.459379447
6,-0.010134506,5.347452024
336,-0.010600562,-1.19231616
109,-0.01125482,-2.444521625
436,-0.012434723,2.72501005
430,-0.014167269,2.990495323
257,-0.0143387,-1.867936147
451,-0.016574915,-1.247444204
384,-0.017210567,1.636522206
15,-0.01777511,4.257071489
71,-0.018377848,-2.055041102
454,-0.018562846,-1.85496064
333,-0.019818576,1.693116502
216,-0.02018792,1.449159707
9,-0.020249488,6.10632103
125,-0.020571142,1.775827279
219,-0.02057716,-1.501191792
213,-0.020727547,1.689899336
371,-0.02095935,1.190950389
153,-0.02114058,2.397801567
420,-0.021366864,-0.919911399
275,-0.021749351,-1.522810012
10,-0.02219132,5.598003182
335,-0.022415847,-1.658902861
178,-0.02322351,1.681638932
370,-0.023973135,1.385029871
72,-0.024136817,3.039249254
63,-0.024640134,-4.483391145
366,-0.024644332,-0.998885432
230,-0.02494457,-1.596040065
269,-0.025565192,-1.526384986
197,-0.02566419,1.64243524
240,-0.025774226,1.308742217
389,-0.025808014,1.420147376
99,-0.026458435,3.072988424
388,-0.026579656,2.427259798
181,-0.02690588,-2.188038084
385,-0.02711975,1.384587561
23,-0.027669778,6.188820738
259,-0.027986776,-1.343761876
41,-0.028631253,7.195241773
307,-0.029021723,1.119584966
220,-0.029332966,-1.85755999
182,-0.029524466,-1.656674914
77,-0.029553605,-2.365782575
237,-0.029652087,-1.39241525
440,-0.030021237,1.149259437
309,-0.030509925,1.597852236
67,-0.031169232,-3.639358314
194,-0.03130746,1.6436566
186,-0.03168037,1.520887058
263,-0.031745158,-1.087673435
427,-0.03206859,-1.008910959
310,-0.03226661,1.370878031
260,-0.0329159,2.025826194
300,-0.032960154,1.934335315
